school sex age address famsize Pstatus Medu Fedu Mjob Fjob reason guardian traveltime studytime failures schoolsup famsup paid activities nursery higher internet romantic famrel freetime goout Dalc Walc health absences FailHigh alcSudyTime parentsEdu G1 G2 G3 GC1 GC2 GC3
GP F 18 U GT3 A 4 4 at_home teacher course mother 2 2 0 yes no no no yes yes no no 4 3 4 1 1 3 4 3,16494845360825 2,50375939849624 3,04123711340206 0 0,55 0,55 fail sufficient sufficient
GP M 18 R GT3 T 4 3 teacher services course mother 1 3 0 no no no no yes yes yes yes 5 3 2 1 2 4 4 1,72164948453608 3,00250626566416 3,43041237113402 0,75 0,7 0,85 good satisfactory good
GP M 18 U GT3 T 4 3 teacher other course mother 1 3 0 no yes no no yes yes yes yes 5 4 5 2 3 5 0 4,16494845360825 1,49624060150376 4,79123711340206 0,7 0,65 0,7 satisfactory satisfactory satisfactory
GP F 17 U GT3 T 4 3 health other reputation mother 1 3 0 no yes no yes yes yes yes yes 4 4 3 1 3 4 0 2,44329896907217 1,49624060150376 3,61082474226804 0,55 0,6 0,65 sufficient satisfactory satisfactory
GP F 17 U GT3 T 2 1 services other course mother 2 2 0 no yes no yes yes yes yes yes 4 3 4 2 2 1 10 3,44329896907217 6,01002506265664 1,61082474226804 0,6 0,75 0,75 satisfactory good good
GP F 17 U GT3 T 2 1 services other reputation mother 1 2 0 no yes no yes yes yes yes no 4 3 5 2 4 4 4 4,16494845360825 4 4,04123711340206 0,6 0,8 0,8 satisfactory good good
GP F 19 U LE3 A 2 3 at_home other home other 2 1 1 no no no no yes no yes no 2 2 3 3 4 5 16 3 10,015037593985 4,5 0,5 0,55 0,55 fail sufficient sufficient
GP F 17 U GT3 T 3 1 other at_home home mother 1 1 1 no yes yes no yes yes yes yes 4 1 2 1 1 3 6 1,72164948453608 3,5062656641604 2,68041237113402 0,5 0,65 0,65 fail satisfactory satisfactory
GP F 21 U LE3 T 4 4 other other reputation other 1 3 2 no no yes yes yes yes yes no 3 3 2 1 1 5 0 1,72164948453608 0,49874686716792 4,18041237113402 0,45 0,6 0,6 fail satisfactory satisfactory
GP M 18 U LE3 T 2 2 services services reputation mother 1 2 0 no yes no yes no no yes no 4 4 4 1 3 3 11 3,16494845360825 7,01002506265664 3,04123711340206 0,45 0,55 0,6 fail sufficient satisfactory
GP M 18 U LE3 A 3 4 other other reputation other 1 2 0 no no no yes yes yes yes yes 4 3 5 1 4 2 9 3,88659793814433 6,5062656641604 2,47164948453608 0,65 0,7 0,75 satisfactory satisfactory good
GP F 17 U GT3 T 2 2 services services reputation mother 1 2 0 no yes no yes yes yes yes no 4 3 4 1 3 4 0 3,16494845360825 1,49624060150376 3,79123711340206 0,65 0,85 0,85 satisfactory good good
GP M 17 U LE3 A 4 4 health other reputation mother 1 3 0 no yes no no yes yes yes no 4 4 2 1 2 4 2 1,72164948453608 2 3,43041237113402 0,6 0,75 0,75 satisfactory good good
GP F 18 U LE3 T 4 2 teacher other course mother 1 2 0 no yes no yes yes yes yes no 4 2 2 1 1 3 0 1,72164948453608 0,49874686716792 2,68041237113402 0,7 0,85 0,85 satisfactory good good
GP M 21 R LE3 T 1 1 at_home other course other 2 2 2 no yes no yes yes no yes yes 5 3 3 5 2 4 21 3,55670103092783 11,5238095238095 3,88917525773196 0,45 0,5 0,5 fail fail fail
GP F 20 R GT3 T 1 1 other other reputation other 2 3 0 no no no no yes yes yes yes 3 2 2 1 3 3 8 1,72164948453608 5,5062656641604 2,68041237113402 0,55 0,75 0,75 sufficient good good
GP F 19 U GT3 T 4 4 teacher other home other 1 1 1 no yes no no yes yes yes yes 3 2 5 4 4 5 5 4,72164948453608 4,50125313283208 4,93041237113402 0,45 0,5 0,55 fail fail sufficient
GP M 17 U LE3 A 3 2 other other reputation mother 1 2 0 no yes no no yes yes yes no 4 4 4 1 2 5 10 3,16494845360825 6,01002506265664 4,54123711340206 0,8 0,9 0,9 good good good
GP F 18 U GT3 T 3 2 at_home other reputation father 1 3 0 no yes no no yes yes yes yes 4 3 4 1 2 2 5 3,16494845360825 3,50375939849624 2,29123711340206 0,7 0,85 0,85 satisfactory good good
GP M 18 R GT3 T 2 3 other services reputation father 1 1 0 no no no no yes yes yes no 3 1 3 4 5 4 13 3,27835051546392 9,01002506265664 3,81958762886598 0,65 0,7 0,7 satisfactory satisfactory satisfactory
GP M 19 U GT3 T 2 1 other other reputation mother 1 1 0 no no no no yes yes yes no 5 3 4 1 4 4 10 3,16494845360825 7,00751879699248 3,79123711340206 0,35 0,55 0,55 fail sufficient sufficient
GP F 18 U LE3 A 2 2 services other reputation mother 2 2 0 no yes no no yes yes yes no 4 1 4 1 3 4 10 3,16494845360825 6,50877192982456 3,79123711340206 0,7 0,85 0,85 satisfactory good good
GP F 20 U GT3 T 1 0 other other reputation mother 2 1 1 yes no no no yes yes yes yes 5 3 1 1 1 5 5 1 3,00501253132832 4 0,4 0,5 0,5 fail fail fail
GP F 18 U GT3 T 3 2 services other home mother 1 2 0 no yes no yes no yes yes yes 3 1 2 1 2 1 4 1,72164948453608 3,00250626566416 1,18041237113402 0,5 0,65 0,65 fail satisfactory satisfactory
MS F 16 U GT3 T 1 3 at_home other other father 2 1 0 no yes no no yes no yes yes 4 3 3 1 3 5 11 2,44329896907217 7,01002506265664 4,36082474226804 0,5 0,55 0,55 fail sufficient sufficient
MS F 16 R GT3 T 2 2 other other course mother 2 2 0 no yes no yes yes yes yes no 4 4 4 1 1 5 0 3,16494845360825 0,49874686716792 4,54123711340206 0,6 0,6 0,6 satisfactory satisfactory satisfactory
MS F 15 R GT3 T 1 1 at_home services other mother 1 1 1 no yes no no yes yes no yes 4 1 3 1 1 2 6 2,44329896907217 3,5062656641604 2,11082474226804 0,5 0,5 0,5 fail fail fail
MS F 15 R GT3 T 3 3 at_home other course mother 2 1 0 no yes no no yes yes yes no 5 4 4 2 3 5 4 3,44329896907217 3,50125313283208 4,61082474226804 0,5 0,5 0,55 fail fail sufficient
MS F 16 R GT3 T 2 3 at_home services course mother 2 2 0 no no no no yes yes no no 4 5 2 1 2 5 0 1,72164948453608 0,99749373433584 4,18041237113402 0,8 0,85 0,85 good good good
MS F 15 R LE3 T 2 1 at_home other home mother 2 1 0 no no no no yes no no no 1 3 4 1 1 1 0 3,16494845360825 0,49874686716792 1,54123711340206 0,3 0,4 0,45 fail fail fail
MS M 16 R LE3 A 4 4 at_home other home mother 1 2 0 no yes no no yes yes no no 5 3 2 1 3 2 5 1,72164948453608 4,00250626566416 1,93041237113402 0,5 0,55 0,55 fail sufficient sufficient
MS M 16 U GT3 A 1 2 other other other mother 1 3 0 yes no no no yes yes yes no 4 4 3 1 1 5 0 2,44329896907217 0,49874686716792 4,36082474226804 0,5 0,55 0,55 fail sufficient sufficient
MS F 17 R GT3 T 3 2 at_home other course father 1 2 1 no no no no yes yes no yes 4 5 4 1 2 5 0 3,16494845360825 0,99749373433584 4,54123711340206 0,5 0,5 0,5 fail fail fail
MS F 17 R GT3 T 1 1 other other other father 1 1 1 no yes no no no no yes no 5 4 4 2 2 5 0 3,44329896907217 0,99749373433584 4,61082474226804 0,3 0,3 0,35 fail fail fail
MS F 15 R GT3 T 4 4 teacher other course mother 2 1 0 no no no no yes yes yes yes 1 5 1 3 5 5 0 1,55670103092784 2,4937343358396 4,13917525773196 0,65 0,7 0,7 satisfactory satisfactory satisfactory
MS F 16 U LE3 A 2 2 at_home other reputation mother 2 4 0 no no no yes no no no yes 1 2 1 1 1 1 4 1 2,50375939849624 1 0,5 0,45 0,55 fail fail sufficient
MS F 15 R LE3 T 1 1 at_home services reputation father 2 2 0 no yes no no yes yes yes no 5 4 3 1 2 4 0 2,44329896907217 0,99749373433584 3,61082474226804 0,5 0,5 0,5 fail fail fail
MS F 15 R LE3 T 1 1 other services course mother 2 1 1 no yes no no yes yes yes yes 4 4 3 1 2 2 4 2,44329896907217 3,00250626566416 2,11082474226804 0,3 0,35 0,4 fail fail fail
MS F 16 R GT3 T 0 2 other other other mother 2 1 0 no yes no yes yes yes no no 3 2 3 1 2 2 0 2,44329896907217 0,99749373433584 2,11082474226804 0,6 0,55 0,6 satisfactory sufficient satisfactory
MS F 17 R GT3 T 2 3 other other course mother 2 1 0 no yes no no yes yes yes no 5 5 5 1 3 3 2 3,88659793814433 2,49874686716792 3,22164948453608 0,5 0,55 0,6 fail sufficient satisfactory
MS F 15 R GT3 T 3 3 other services course father 2 1 0 no no no no no yes yes no 4 1 3 1 1 4 0 2,44329896907217 0,49874686716792 3,61082474226804 0,7 0,8 0,8 satisfactory good good
MS M 16 U GT3 T 1 1 at_home services home mother 2 2 0 no yes no yes yes yes no yes 5 4 5 4 5 3 0 4,72164948453608 2,4937343358396 3,43041237113402 0,35 0 0 fail fail fail
MS M 17 U GT3 T 1 1 other other home mother 1 2 0 no no yes no no yes yes no 4 4 3 2 4 5 4 2,72164948453608 4 4,43041237113402 0,4 0,45 0,45 fail fail fail
MS M 15 R LE3 T 4 1 health services reputation father 1 2 0 no yes no yes yes yes yes no 5 3 4 1 2 2 0 3,16494845360825 0,99749373433584 2,29123711340206 0,6 0,65 0,7 satisfactory satisfactory satisfactory
MS M 15 R LE3 T 4 1 health services reputation father 1 2 0 no yes no yes yes yes yes no 5 3 4 1 2 2 7 3,16494845360825 4,5062656641604 2,29123711340206 0,35 0,45 0,4 fail fail fail
MS M 16 R GT3 T 3 4 other health other mother 3 2 0 no no no no no yes no no 3 4 5 1 2 5 4 3,88659793814433 3,00250626566416 4,72164948453608 0,45 0,5 0,55 fail fail sufficient
MS M 15 R GT3 T 1 1 other other course mother 4 2 0 no yes no yes yes yes no yes 5 4 5 2 4 4 8 4,16494845360825 6,00501253132832 4,04123711340206 0,35 0,45 0,45 fail fail fail
MS M 15 U LE3 T 3 3 at_home at_home reputation father 1 2 0 no yes no yes yes yes yes no 5 3 3 1 1 5 0 2,44329896907217 0,49874686716792 4,36082474226804 0,55 0,55 0,55 sufficient sufficient sufficient
MS M 17 R GT3 T 2 1 other other other mother 3 1 0 no no no yes yes no no yes 5 5 5 5 5 3 8 5 6,50375939849624 3,5 0,4 0,5 0,45 fail fail fail
MS F 16 R GT3 T 4 4 teacher teacher course mother 2 3 0 no no no yes yes yes yes yes 4 2 2 1 1 4 6 1,72164948453608 3,5062656641604 3,43041237113402 0,8 0,8 0,85 good good good
MS F 15 R GT3 T 1 2 other services course mother 2 1 0 no no no no yes yes no no 5 1 2 1 1 1 3 1,72164948453608 2,00250626566416 1,18041237113402 0,55 0,65 0,65 sufficient satisfactory satisfactory
MS F 16 R GT3 T 2 3 other services course mother 3 2 0 no yes no no yes yes yes no 4 5 4 1 2 1 2 3,16494845360825 2 1,54123711340206 0,75 0,75 0,75 good good good
MS M 16 R GT3 T 1 2 other other course father 2 2 0 no no no no yes yes no no 4 3 3 1 1 5 0 2,44329896907217 0,49874686716792 4,36082474226804 0,5 0,55 0,55 fail sufficient sufficient
MS F 16 R GT3 T 2 2 other other course mother 3 2 0 no yes no no yes yes yes no 4 4 5 1 1 4 4 3,88659793814433 2,50375939849624 3,97164948453608 0,45 0,5 0,55 fail fail sufficient
MS F 16 U GT3 T 1 2 other services course mother 1 3 1 no yes no no yes yes no no 1 3 2 1 2 4 0 1,72164948453608 0,99749373433584 3,43041237113402 0,5 0,4 0,4 fail fail fail
MS F 16 U GT3 T 1 2 other services course mother 1 3 1 no yes no no yes yes no no 1 3 2 1 2 4 3 1,72164948453608 2,50125313283208 3,43041237113402 0,45 0,4 0,4 fail fail fail
MS F 15 U GT3 T 2 1 at_home other home mother 1 2 0 yes yes no no no yes yes no 4 4 2 3 3 2 0 2,27835051546392 1,49624060150376 2,06958762886598 0,45 0,5 0,45 fail fail fail
MS F 16 U GT3 T 1 1 at_home other course father 1 2 0 no yes no no no yes no yes 5 4 3 2 1 2 0 2,72164948453608 0,49874686716792 2,18041237113402 0,65 0,7 0,75 satisfactory satisfactory good
MS M 17 R LE3 T 1 2 at_home services reputation mother 1 1 0 no yes no yes yes yes yes no 5 5 5 5 5 3 4 5 4,49874686716792 3,5 0,5 0,55 0,55 fail sufficient sufficient
MS F 16 R GT3 T 1 1 other other home father 4 4 0 no yes no no no yes yes no 4 3 2 1 1 1 0 1,72164948453608 0,49874686716792 1,18041237113402 0,65 0,5 0,65 satisfactory fail satisfactory
MS F 16 R GT3 T 1 1 at_home other other father 4 3 0 yes yes no no yes yes no no 4 4 3 1 1 5 2 2,44329896907217 1,50125313283208 4,36082474226804 0,5 0,45 0,5 fail fail fail
MS F 15 R GT3 T 1 1 at_home other home father 2 2 0 no yes no yes yes yes yes no 4 3 3 1 1 2 1 2,44329896907217 1 2,11082474226804 0,55 0,5 0,55 sufficient fail sufficient
MS F 16 R GT3 T 1 1 at_home other other mother 2 1 0 no no no yes yes yes yes yes 4 2 2 4 3 2 0 2,55670103092783 1,49624060150376 2,13917525773196 0,65 0,6 0,7 satisfactory satisfactory satisfactory
MS F 15 R GT3 T 1 1 at_home at_home course father 3 2 0 no yes no no yes yes no no 4 2 1 1 2 2 0 1 0,99749373433584 1,75 0,65 0,7 0,7 satisfactory satisfactory satisfactory
MS F 15 R LE3 T 2 2 other other other father 1 3 0 yes yes no no yes yes no no 4 4 3 2 2 5 2 2,72164948453608 2 4,43041237113402 0,7 0,55 0,6 satisfactory sufficient satisfactory
MS M 16 R GT3 T 1 1 at_home other other father 2 1 0 no no no yes yes yes no no 3 4 4 3 4 5 6 3,72164948453608 5,00250626566416 4,68041237113402 0,55 0,55 0,55 sufficient sufficient sufficient
MS F 18 U GT3 T 1 2 other other course father 1 2 1 no yes no yes yes yes yes yes 3 4 4 2 3 5 9 3,44329896907217 6,00751879699248 4,61082474226804 0,45 0,4 0,4 fail fail fail
MS M 15 U GT3 T 3 1 other services home mother 2 1 0 no yes no no yes yes no no 3 2 3 1 3 4 0 2,44329896907217 1,49624060150376 3,61082474226804 0,5 0,45 0,55 fail fail sufficient
MS F 16 R GT3 T 2 2 other services course father 3 2 0 no yes no yes yes yes yes no 5 3 4 1 1 2 1 3,16494845360825 1 2,29123711340206 0,7 0,65 0,7 satisfactory satisfactory satisfactory
MS M 15 U GT3 T 2 2 health other reputation mother 3 1 0 no no no no yes yes no no 4 3 3 1 2 4 1 2,44329896907217 1,49874686716792 3,61082474226804 0,65 0,6 0,65 satisfactory satisfactory satisfactory
MS M 16 U GT3 T 4 4 other teacher course father 1 2 0 no yes no yes yes yes no yes 4 3 1 1 1 3 0 1 0,49874686716792 2,5 0,65 0,6 0,65 satisfactory satisfactory satisfactory
MS F 15 R GT3 T 3 3 services other reputation mother 1 2 0 no yes no no yes yes yes yes 4 5 4 1 1 1 4 3,16494845360825 2,50375939849624 1,54123711340206 0,65 0,6 0,6 satisfactory satisfactory satisfactory
MS F 16 R GT3 T 2 2 at_home other course mother 2 2 1 no yes no yes no yes no no 4 4 4 2 3 5 2 3,44329896907217 2,49874686716792 4,61082474226804 0,6 0,55 0,6 satisfactory sufficient satisfactory
MS F 16 R LE3 T 2 2 other other home father 3 1 0 no yes no yes yes yes no yes 4 3 2 1 1 4 0 1,72164948453608 0,49874686716792 3,43041237113402 0,7 0,7 0,8 satisfactory satisfactory good
MS M 16 U LE3 T 2 1 at_home services course mother 2 1 0 no yes no yes yes yes yes no 2 4 3 2 3 4 4 2,72164948453608 3,50125313283208 3,68041237113402 0,5 0,4 0,5 fail fail fail
MS M 15 R LE3 T 1 3 at_home other reputation father 3 1 0 no yes no yes yes yes yes no 4 2 4 3 5 3 2 3,72164948453608 3,49624060150376 3,18041237113402 0,5 0,55 0,55 fail sufficient sufficient
MS F 15 U GT3 T 2 2 other services course mother 2 3 0 no yes no yes yes yes no no 5 3 2 1 1 4 0 1,72164948453608 0,49874686716792 3,43041237113402 0,6 0,65 0,7 satisfactory satisfactory satisfactory
MS F 16 R LE3 T 2 1 other other home mother 1 1 0 no yes no no yes yes yes yes 5 4 3 1 1 5 2 2,44329896907217 1,50125313283208 4,36082474226804 0,5 0,4 0,4 fail fail fail
MS M 15 U GT3 T 3 3 services services course father 2 1 0 no yes no yes no yes yes no 4 3 3 2 4 3 11 2,72164948453608 7,50877192982456 2,93041237113402 0,6 0,5 0,55 satisfactory fail sufficient
MS F 16 R GT3 T 1 1 at_home other course father 2 2 3 yes yes no no yes yes no no 3 4 3 1 1 1 0 2,44329896907217 0,49874686716792 1,36082474226804 0,35 0,35 0,4 fail fail fail
MS F 17 U GT3 T 2 2 other at_home course mother 1 1 0 no yes no yes yes no no no 4 5 3 1 1 5 4 2,44329896907217 2,50375939849624 4,36082474226804 0,45 0,45 0,5 fail fail fail
MS F 19 U GT3 T 2 3 at_home services course other 1 1 1 no no no no yes no yes yes 4 4 4 1 1 2 0 3,16494845360825 0,49874686716792 2,29123711340206 0,45 0,45 0,5 fail fail fail
MS F 17 R GT3 T 2 1 at_home other course mother 3 1 0 no yes no yes yes no no yes 5 5 3 1 1 3 2 2,44329896907217 1,50125313283208 2,86082474226804 0,45 0,5 0,55 fail fail sufficient
MS F 15 R LE3 T 1 1 at_home other course mother 2 1 0 no yes no no yes no no yes 5 2 1 1 3 4 0 1 1,49624060150376 3,25 0,45 0,5 0,45 fail fail fail
MS F 16 R GT3 T 2 2 other other course father 3 2 0 no yes no no yes no yes no 3 4 5 1 2 1 1 3,88659793814433 1,49874686716792 1,72164948453608 0,45 0,5 0,55 fail fail sufficient
MS F 16 U LE3 A 2 2 other other home mother 1 1 0 no yes no no yes no no no 4 3 4 1 2 1 6 3,16494845360825 4,00501253132832 1,54123711340206 0,35 0,35 0,4 fail fail fail
MS F 17 R GT3 T 2 2 at_home other course mother 2 2 0 no yes no no yes yes yes no 4 3 5 1 2 4 0 3,88659793814433 0,99749373433584 3,97164948453608 0,55 0,5 0,55 sufficient fail sufficient
MS F 16 U GT3 T 2 2 other services course father 1 1 1 no yes yes yes no yes yes no 4 4 3 1 4 3 1 2,44329896907217 2,49624060150376 2,86082474226804 0,45 0,5 0,5 fail fail fail
MS F 18 R LE3 A 3 2 other other course other 2 3 2 no yes no no no no no yes 3 3 2 1 1 2 6 1,72164948453608 3,5062656641604 1,93041237113402 0,35 0,45 0,5 fail fail fail
MS F 19 U GT3 T 1 1 at_home services course mother 1 3 1 no no no yes yes no no yes 5 3 1 1 1 3 6 1 3,5062656641604 2,5 0,35 0,45 0,45 fail fail fail
MS M 18 R GT3 T 1 1 other other home mother 2 1 1 no no no yes yes no yes no 4 4 3 3 4 4 0 3 1,99498746867168 3,75 0,4 0,45 0,5 fail fail fail
MS F 18 R GT3 T 1 1 at_home at_home course mother 2 1 1 no no no no no no yes yes 3 2 3 1 1 2 4 2,44329896907217 2,50375939849624 2,11082474226804 0,45 0,55 0,5 fail sufficient fail
MS F 19 U GT3 T 1 1 other other course other 2 2 1 no yes no no yes yes yes yes 1 1 4 4 1 1 12 4 6,51378446115288 1,75 0,35 0,4 0,45 fail fail fail
MS F 16 R GT3 A 2 2 health other course mother 1 2 0 no no no no no yes no yes 3 3 2 1 1 3 2 1,72164948453608 1,50125313283208 2,68041237113402 0,4 0,5 0,5 fail fail fail
MS F 17 U GT3 T 0 1 other at_home course father 2 1 0 no no no yes no yes no no 2 4 4 3 5 5 5 3,72164948453608 5 4,68041237113402 0,45 0,45 0,5 fail fail fail
MS F 16 R LE3 T 1 2 at_home other course mother 1 2 0 no no no yes yes no yes no 4 4 5 1 3 3 0 3,88659793814433 1,49624060150376 3,22164948453608 0,4 0,45 0,45 fail fail fail
MS F 16 U GT3 T 3 3 other other reputation mother 1 1 0 no no no yes yes no yes yes 4 5 4 1 1 4 0 3,16494845360825 0,49874686716792 3,79123711340206 0,7 0,65 0,65 satisfactory satisfactory satisfactory
MS F 16 R LE3 T 1 1 services services home mother 1 1 0 no yes no yes yes yes yes yes 4 4 4 2 2 4 2 3,44329896907217 2 3,86082474226804 0,7 0,7 0,7 satisfactory satisfactory satisfactory
MS M 17 U GT3 T 3 3 services at_home course mother 2 4 1 no yes yes yes yes yes no no 5 4 5 3 4 5 0 4,44329896907217 1,99498746867168 4,86082474226804 0,5 0,55 0,5 fail sufficient fail
MS F 16 U GT3 T 2 1 other services course mother 1 2 0 no yes no yes yes yes yes no 5 3 3 1 1 1 0 2,44329896907217 0,49874686716792 1,36082474226804 0,7 0,65 0,7 satisfactory satisfactory satisfactory
MS F 16 U GT3 T 2 2 services other course mother 1 1 0 no yes yes yes yes yes no yes 4 2 5 1 2 5 0 3,88659793814433 0,99749373433584 4,72164948453608 0,85 0,8 0,8 good good good
MS M 17 U GT3 T 1 2 other other course father 1 1 1 no yes no yes yes no yes yes 5 3 5 5 5 1 12 5 8,50877192982456 2 0,3 0,35 0,35 fail fail fail
MS M 16 U LE3 T 4 3 other other course father 1 1 0 no no no yes yes yes yes no 4 2 5 1 5 5 8 3,88659793814433 6,50375939849624 4,72164948453608 0,7 0,6 0,65 satisfactory satisfactory satisfactory
MS M 17 R LE3 T 2 2 services services other mother 3 4 1 no yes no no yes yes no no 1 3 5 3 5 3 2 4,44329896907217 3,49624060150376 3,36082474226804 0,5 0,4 0,45 fail fail fail
MS F 16 U GT3 T 1 1 other other course other 1 4 0 yes yes no yes yes yes yes no 2 2 1 1 1 5 0 1 0,49874686716792 4 0,7 0,7 0,7 satisfactory satisfactory satisfactory
MS F 19 U LE3 T 2 2 other other home mother 1 3 0 no no no no yes yes yes yes 5 4 5 1 1 1 0 3,88659793814433 0,49874686716792 1,72164948453608 0,6 0,65 0,65 satisfactory satisfactory satisfactory
MS F 17 R GT3 T 1 1 at_home other reputation mother 2 1 0 no yes no yes no yes yes yes 4 4 5 1 2 5 0 3,88659793814433 0,99749373433584 4,72164948453608 0,55 0,55 0,55 sufficient sufficient sufficient
MS F 20 U GT3 T 3 3 at_home services other mother 2 2 1 no no no yes yes yes yes yes 3 3 4 2 4 3 8 3,44329896907217 6,00501253132832 3,11082474226804 0,55 0,45 0,5 sufficient fail fail
MS F 17 U LE3 T 1 1 other services course father 1 3 0 no yes no no yes yes no yes 4 3 3 1 1 3 0 2,44329896907217 0,49874686716792 2,86082474226804 0,55 0,55 0,5 sufficient sufficient fail
MS M 17 R GT3 T 2 2 other other course mother 3 1 1 no yes no no no yes yes no 4 4 5 1 2 5 0 3,88659793814433 0,99749373433584 4,72164948453608 0,5 0,45 0,45 fail fail fail
MS F 16 R LE3 T 1 1 at_home other course father 3 2 0 no yes no no yes yes no no 5 3 2 1 1 1 0 1,72164948453608 0,49874686716792 1,18041237113402 0,8 0,85 0,9 good good good
MS F 17 R GT3 T 2 2 other other reputation mother 2 2 0 no yes no yes yes yes no no 5 3 2 1 1 1 0 1,72164948453608 0,49874686716792 1,18041237113402 0,75 0,85 0,85 good good good
MS F 17 U GT3 A 1 0 other other other mother 2 2 0 no no no no yes yes yes yes 4 4 5 1 1 4 1 3,88659793814433 1 3,97164948453608 0,55 0,45 0,5 sufficient fail fail
MS F 18 R GT3 T 1 1 at_home other other mother 1 2 1 no yes no no yes yes yes yes 4 3 2 1 1 5 9 1,72164948453608 5,01002506265664 4,18041237113402 0,35 0,35 0,35 fail fail fail
MS F 16 U GT3 T 3 1 other other course mother 1 1 0 no no no yes yes yes yes no 3 1 3 1 3 1 0 2,44329896907217 1,49624060150376 1,36082474226804 0,4 0,3 0,4 fail fail fail
MS F 16 U GT3 T 3 2 services at_home course mother 1 1 0 no no no no yes yes yes no 3 1 3 1 4 3 2 2,44329896907217 2,99749373433584 2,86082474226804 0,35 0,3 0,35 fail fail fail
MS F 18 U LE3 T 1 1 other at_home reputation mother 2 2 0 yes no no no yes yes no no 2 3 5 1 4 3 8 3,88659793814433 6,00501253132832 3,22164948453608 0,45 0,4 0,5 fail fail fail
MS F 16 R GT3 T 4 4 health teacher reputation father 1 2 0 no no no yes no yes yes yes 4 3 3 2 3 2 0 2,72164948453608 1,49624060150376 2,18041237113402 0,7 0,8 0,8 satisfactory good good
MS F 16 R LE3 T 1 2 other other reputation mother 2 1 0 no no no yes yes yes yes no 5 4 5 1 4 2 0 3,88659793814433 1,99498746867168 2,47164948453608 0,7 0,7 0,75 satisfactory satisfactory good
MS F 18 U GT3 A 2 4 other services reputation father 1 2 1 no yes no no yes yes yes no 2 3 2 1 3 1 8 1,72164948453608 5,5062656641604 1,18041237113402 0,4 0,25 0,4 fail fail fail
MS M 16 R GT3 T 2 1 other services reputation mother 2 2 0 no no no yes yes yes yes no 5 2 1 1 1 2 0 1 0,49874686716792 1,75 0,4 0,35 0 fail fail fail
MS F 16 U LE3 T 1 1 at_home other other mother 3 2 0 no yes no no yes yes yes no 4 3 2 1 3 5 6 1,72164948453608 4,50375939849624 4,18041237113402 0,3 0,4 0,4 fail fail fail
MS F 16 R GT3 T 2 3 at_home services other mother 2 2 0 no yes no yes yes yes yes no 3 3 3 1 1 2 0 2,44329896907217 0,49874686716792 2,11082474226804 0,4 0,5 0,5 fail fail fail
MS F 16 U GT3 T 4 4 health health course mother 1 2 0 no yes no no yes yes yes yes 4 3 4 1 2 3 4 3,16494845360825 3,00250626566416 3,04123711340206 0,4 0,4 0,4 fail fail fail
MS M 18 U LE3 T 4 4 at_home health home mother 1 4 0 no yes no yes yes no yes yes 5 5 5 5 5 5 2 5 3,49624060150376 5 0,25 0,3 0,3 fail fail fail
MS F 16 R LE3 T 3 4 at_home other other mother 3 2 0 no yes no no no yes no no 4 2 1 1 1 2 2 1 1,50125313283208 1,75 0,35 0,45 0,4 fail fail fail
MS M 17 U LE3 T 4 4 other services home mother 1 3 0 no yes no no yes yes yes no 4 4 3 1 2 5 0 2,44329896907217 0,99749373433584 4,36082474226804 0,75 0,7 0,8 good satisfactory good
MS F 17 R GT3 T 4 1 other other other mother 1 1 0 no no no no yes yes yes yes 4 2 3 1 2 5 1 2,44329896907217 1,49874686716792 4,36082474226804 0,65 0,7 0,7 satisfactory satisfactory satisfactory
MS M 16 U LE3 T 2 2 services services other mother 4 3 0 no no no no yes yes no no 5 1 3 2 2 3 0 2,72164948453608 0,99749373433584 2,93041237113402 0,5 0,45 0,5 fail fail fail
MS F 17 R GT3 T 2 2 at_home other other mother 1 1 0 no yes yes no yes yes yes no 5 1 3 1 2 5 5 2,44329896907217 3,50375939849624 4,36082474226804 0,45 0,45 0,45 fail fail fail
MS F 16 U LE3 T 4 4 services services other father 2 1 0 no yes no no yes yes no no 5 1 3 1 2 5 1 2,44329896907217 1,49874686716792 4,36082474226804 0,55 0,55 0,55 sufficient sufficient sufficient
MS M 17 U GT3 T 3 3 services services home mother 1 1 0 no yes no yes yes yes yes no 4 1 4 5 5 3 8 4,27835051546392 6,50375939849624 3,31958762886598 0,35 0,5 0,45 fail fail fail
MS M 17 U GT3 T 1 1 at_home services other mother 3 2 0 no no no no yes yes yes yes 5 1 3 3 3 1 0 3 1,49624060150376 1,5 0,5 0,5 0,5 fail fail fail
MS M 16 U GT3 T 2 1 health services other mother 2 2 0 no no no no no yes yes yes 4 2 2 1 4 5 2 1,72164948453608 2,99749373433584 4,18041237113402 0,45 0,35 0,4 fail fail fail
MS F 16 U LE3 T 2 1 other services other mother 1 2 0 no no no no yes yes yes yes 3 2 2 1 1 3 0 1,72164948453608 0,49874686716792 2,68041237113402 0,7 0,75 0,8 satisfactory good good
MS M 16 U LE3 T 4 4 teacher health other father 1 1 0 no yes no no yes yes yes no 4 1 2 2 5 5 0 2 2,4937343358396 4,25 0,55 0,6 0,6 sufficient satisfactory satisfactory
MS M 15 R GT3 T 1 2 other services course mother 3 2 0 no yes no yes yes yes no no 5 5 5 1 3 5 11 3,88659793814433 7,01002506265664 4,72164948453608 0,45 0,55 0,5 fail sufficient fail
